,Precio
2022-02-09,16065.80192003
2022-02-10,16301.19900982
2022-02-11,16146.25720017
2022-02-12,16164.84541366
2022-02-13,16147.18232546
2022-02-14,16276.90950737
2022-02-15,16110.93886532
2022-02-16,15930.69209241
2022-02-17,16173.49861782
2022-02-18,16268.74889195
2022-02-19,16268.74889195
2022-02-20,16217.434325
2022-02-21,16545.15329122
2022-02-22,16702.39192752
2022-02-23,16802.31077449
2022-02-24,16875.51285831
2022-02-25,16878.80431528
2022-02-26,16878.80431528
2022-02-27,16994.46504438
2022-02-28,17025.79126878
2022-03-01,16316.56001651
2022-03-02,16376.0287595
2022-03-03,16115.4014806
2022-03-04,15878.11842036
2022-03-05,15930.73829166
2022-03-06,15627.25879428
2022-03-07,15644.52612523
2022-03-08,15638.43144328
2022-03-09,15658.65383373
2022-03-10,15524.23190734
2022-03-11,15546.62308873
2022-03-12,15546.62308873
2022-03-13,15033.91063214
2022-03-14,14947.44505951
2022-03-15,15013.22240357
2022-03-16,15270.85648773
2022-03-17,14913.58321925
2022-03-18,14850.77055755
2022-03-19,14850.77055755
2022-03-20,14897.20787905
2022-03-21,14635.1794522
2022-03-22,14406.55272393
2022-03-23,14321.37153924
2022-03-24,13947.39559397
2022-03-25,14125.28820571
2022-03-26,14125.28820571
2022-03-27,14030.47210149
2022-03-28,14493.55036642
2022-03-29,14409.39652837
2022-03-30,14343.10857565
2022-03-31,14677.04800388
2022-04-01,14611.99175102
2022-04-02,14611.99175102
2022-04-03,14696.19566695
2022-04-04,14611.77158738
2022-04-05,14826.38659651
2022-04-06,14609.49002979
2022-04-07,14873.39462494
2022-04-08,14893.42571615
2022-04-09,14893.42571615
2022-04-10,14970.99400035
2022-04-11,14795.94187225
2022-04-12,14462.56663567
2022-04-13,14890.47095177
2022-04-14,15170.03044014
2022-04-15,14978.82757936
2022-04-16,15002.81883728
2022-04-17,15236.27063689
2022-04-18,15086.17946427
2022-04-19,15063.81745351
2022-04-20,15092.71148117
2022-04-21,14753.51039037
2022-04-22,15036.53433235
2022-04-23,15036.53433235
2022-04-24,15023.33686913
2022-04-25,14568.84709059
2022-04-26,14430.60225164
2022-04-27,14843.68354456
2022-04-28,14949.5088778
2022-04-29,14816.90632813
2022-04-30,14850.4444695
2022-05-01,14890.20073733
2022-05-02,14855.88279272
2022-05-03,14677.15404293
2022-05-04,14651.16955367
2022-05-05,14539.58586351
2022-05-06,14628.54376661
2022-05-07,14628.54376661
2022-05-08,14757.93129004
2022-05-09,14644.47529099
2022-05-10,14413.07834607
2022-05-11,14337.58465997
2022-05-12,13787.14841093
2022-05-13,13624.48140978
2022-05-14,13624.48140978
2022-05-15,13662.51475477
2022-05-16,13885.42926875
2022-05-17,13156.41130336
2022-05-18,13312.53408907
2022-05-19,13192.46562411
2022-05-20,13264.87854042
2022-05-21,13264.87854042
2022-05-22,13253.87620214
2022-05-23,13172.71275236
2022-05-24,13010.5386911
2022-05-25,13189.34838772
2022-05-26,12575.21504889
2022-05-27,12777.59807108
2022-05-28,12752.61226459
2022-05-29,12828.18118484
2022-05-30,12806.94583335
2022-05-31,12874.85657068
2022-06-01,12651.99951129
2022-06-02,12650.35702984
2022-06-03,12560.89602247
2022-06-04,12515.37638924
2022-06-05,12486.6943358
2022-06-06,12441.19331122
2022-06-07,12492.18265862
2022-06-08,12872.62365274
2022-06-09,13448.19549624
2022-06-10,13630.18420295
2022-06-11,13630.18420295
2022-06-12,13486.4148688
2022-06-13,13449.62277954
2022-06-14,13363.73005506
2022-06-15,13422.85452626
2022-06-16,13522.59649794
2022-06-17,13293.2221954
2022-06-18,13355.87486861
2022-06-19,13378.64927132
2022-06-20,13820.73599473
